assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material
GCF_000013945.1,PRJNA224116,SAMN02603615,,representative genome,355276,174,Leptospira borgpetersenii serovar Hardjo-bovis str. L550,strain=L550,,latest,Complete Genome,Major,Full,39003,ASM1394v1,Monash University,GCA_000013945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/945/GCF_000013945.1_ASM1394v1,,
GCF_000013965.1,PRJNA224116,SAMN02603616,,na,355277,174,Leptospira borgpetersenii serovar Hardjo-bovis str. JB197,strain=JB197,,latest,Complete Genome,Major,Full,39003,ASM1396v1,Monash University,GCA_000013965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/965/GCF_000013965.1_ASM1396v1,,
GCF_001444465.1,PRJNA224116,SAMN03785545,,na,280505,174,Leptospira borgpetersenii serovar Ballum,strain=56604,,latest,Complete Genome,Major,Full,42325,ASM144446v1,Shanghai Jiao Tong University School of Medicine,GCA_001444465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/465/GCF_001444465.1_ASM144446v1,,
GCF_000284315.1,PRJNA224116,SAMD00061058,,representative genome,1162668,180,Leptospirillum ferrooxidans C2-3,strain=C2-3,,latest,Complete Genome,Major,Full,40998,ASM28431v1,"Ibaraki University, college of agriculture",GCA_000284315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/315/GCF_000284315.1_ASM28431v1,,
GCF_000632475.1,PRJNA224116,SAMN02644441,,na,192,192,Azospirillum brasilense,strain=Az39,,latest,Complete Genome,Major,Full,41795,ASM63247v2,INDEAR,GCA_000632475.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/475/GCF_000632475.1_ASM63247v2,,
GCF_001315015.1,PRJNA224116,SAMN04005082,,representative genome,192,192,Azospirillum brasilense,strain=Sp 7,,latest,Complete Genome,Major,Full,42292,ASM131501v1,Kyungpook National University,GCA_001315015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/315/015/GCF_001315015.1_ASM131501v1,,assembly from type material
GCF_000010725.1,PRJNA224116,SAMD00060958,,na,137722,193,Azospirillum sp. B510,strain=B510,,latest,Complete Genome,Major,Full,40225,ASM1072v1,Kazusa DNA Research Institute,GCA_000010725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/725/GCF_000010725.1_ASM1072v1,,
GCF_000283655.1,PRJNA224116,SAMEA2272642,,na,862719,193,Azospirillum lipoferum 4B,strain=4B,,latest,Complete Genome,Major,Full,40863,ASM28365v1,Laboratoire d'Ecologie Microbienne UMR-CNRS 5557,GCA_000283655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/655/GCF_000283655.1_ASM28365v1,,
GCF_000465235.1,PRJNA224116,SAMN02603234,,na,1273173,195,Campylobacter coli CVM N29710,strain=CVM N29710,,latest,Complete Genome,Major,Full,41526,ASM46523v1,FDA/CVM,GCA_000465235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/465/235/GCF_000465235.1_ASM46523v1,,
GCF_000494775.1,PRJNA224116,SAMN02603390,,na,1358410,195,Campylobacter coli 15-537360,strain=15-537360,,latest,Complete Genome,Major,Full,41579,ASM49477v1,Institute of Food Research,GCA_000494775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/775/GCF_000494775.1_ASM49477v1,,
GCF_000583755.1,PRJNA224116,SAMN02743856,,na,1183378,195,Campylobacter coli RM1875,strain=RM1875,,latest,Complete Genome,Major,Full,41701,ASM58375v1,US Department of Agriculture,GCA_000583755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/755/GCF_000583755.1_ASM58375v1,,
GCF_000583795.1,PRJNA224116,SAMN02743854,,na,1183380,195,Campylobacter coli RM5611,strain=RM5611,,latest,Complete Genome,Major,Full,41701,ASM58379v1,US Department of Agriculture,GCA_000583795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/795/GCF_000583795.1_ASM58379v1,,
GCF_000954195.1,PRJNA224116,SAMN03381357,,na,195,195,Campylobacter coli,strain=FB1,,latest,Complete Genome,Major,Full,42080,ASM95419v1,University of Nottingham,GCA_000954195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/195/GCF_000954195.1_ASM95419v1,,
GCF_001417635.1,PRJNA224116,SAMN04202590,,na,195,195,Campylobacter coli,strain=HC2-48,,latest,Complete Genome,Major,Full,42305,ASM141763v1,University of Tulsa,GCA_001417635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/417/635/GCF_001417635.1_ASM141763v1,,
GCF_001483845.1,PRJNA224116,SAMN04271271,,na,195,195,Campylobacter coli,strain=OR12,,latest,Complete Genome,Major,Full,42373,ASM148384v1,University of Nottingham,GCA_001483845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/845/GCF_001483845.1_ASM148384v1,,
GCF_001639125.1,PRJNA224116,SAMN04883459,,na,195,195,Campylobacter coli,strain=YH501,,latest,Complete Genome,Major,Full,42496,ASM163912v1,USDA,GCA_001639125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/125/GCF_001639125.1_ASM163912v1,,
GCF_001717605.1,PRJNA224116,SAMN05544801,,na,195,195,Campylobacter coli,strain=14983A,,latest,Complete Genome,Major,Full,42613,ASM171760v1,"USDA, ARS, WRRC",GCA_001717605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/717/605/GCF_001717605.1_ASM171760v1,,
GCF_001865455.1,PRJNA224116,SAMN05942180,,na,195,195,Campylobacter coli,strain=YF2105,,latest,Complete Genome,Major,Full,42677,ASM186545v1,University of Tulsa,GCA_001865455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/455/GCF_001865455.1_ASM186545v1,,
GCF_001865475.1,PRJNA224116,SAMN05942182,,na,195,195,Campylobacter coli,strain=MG1116,,latest,Complete Genome,Major,Full,42677,ASM186547v1,University of Tulsa,GCA_001865475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/475/GCF_001865475.1_ASM186547v1,,
GCF_001865495.1,PRJNA224116,SAMN05942184,,na,195,195,Campylobacter coli,strain=BP3183,,latest,Complete Genome,Major,Full,42677,ASM186549v1,University of Tulsa,GCA_001865495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/495/GCF_001865495.1_ASM186549v1,,
GCF_001865515.1,PRJNA224116,SAMN05942178,,na,195,195,Campylobacter coli,strain=WA333,,latest,Complete Genome,Major,Full,42677,ASM186551v1,University of Tulsa,GCA_001865515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/515/GCF_001865515.1_ASM186551v1,,
GCF_001865535.1,PRJNA224116,SAMN05942188,,na,195,195,Campylobacter coli,strain=ZV1224,,latest,Complete Genome,Major,Full,42677,ASM186553v1,University of Tulsa,GCA_001865535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/535/GCF_001865535.1_ASM186553v1,,
GCF_001865555.1,PRJNA224116,SAMN05942181,,na,195,195,Campylobacter coli,strain=BG2108,,latest,Complete Genome,Major,Full,42677,ASM186555v1,University of Tulsa,GCA_001865555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/555/GCF_001865555.1_ASM186555v1,,
GCF_001936355.1,PRJNA224116,SAMN06177343,,na,195,195,Campylobacter coli,strain=YH502,,latest,Complete Genome,Major,Full,42740,ASM193635v1,USDA,GCA_001936355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/355/GCF_001936355.1_ASM193635v1,,
GCF_002024185.1,PRJNA224116,SAMN06456893,,representative genome,195,195,Campylobacter coli,strain=aerotolerant OR12,,latest,Complete Genome,Major,Full,42803,ASM202418v1,University of Nottingham,GCA_002024185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/185/GCF_002024185.1_ASM202418v1,,
GCF_000015085.1,PRJNA224116,SAMN02604050,,na,360106,196,Campylobacter fetus subsp. fetus 82-40,strain=82-40,,latest,Complete Genome,Major,Full,39048,ASM1508v1,TIGR,GCA_000015085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/085/GCF_000015085.1_ASM1508v1,,
GCF_000495505.1,PRJNA224116,SAMN02604287,,representative genome,1244528,196,Campylobacter fetus subsp. testudinum 03-427,strain=03-427,,latest,Complete Genome,Major,Full,41583,ASM49550v1,Utrecht University,GCA_000495505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/505/GCF_000495505.1_ASM49550v1,,assembly from type material
GCF_000512745.2,PRJNA224116,SAMN02641386,,na,1273266,196,Campylobacter fetus subsp. venerealis cfvi03/293,strain=cfvi03/293,,latest,Complete Genome,Major,Full,42619,ASM51274v2,Utrecht University,GCA_000512745.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/745/GCF_000512745.2_ASM51274v2,,
GCF_000759485.1,PRJNA224116,SAMN02870597,,na,1240980,196,Campylobacter fetus subsp. fetus 04/554,strain=04/554,,latest,Complete Genome,Major,Full,41911,ASM75948v1,Utrecht University,GCA_000759485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/485/GCF_000759485.1_ASM75948v1,,
GCF_000759515.1,PRJNA224116,SAMN02870596,,na,1093099,196,Campylobacter fetus subsp. venerealis 97/608,strain=97/608,,latest,Complete Genome,Major,Full,41911,ASM75951v1,Utrecht University and USDA,GCA_000759515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/515/GCF_000759515.1_ASM75951v1,,
GCF_000814265.1,PRJNA224116,SAMN02689633,,na,1507806,196,Campylobacter fetus subsp. testudinum,strain=pet-3,pet-3-1,latest,Complete Genome,Major,Full,42009,ASM81426v1,China Medical University,GCA_000814265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/265/GCF_000814265.1_ASM81426v1,,
GCF_000967135.1,PRJNA224116,SAMEA3283138,,na,688354,196,Campylobacter fetus subsp. venerealis str. 84-112,strain=84-112,,latest,Complete Genome,Major,Full,41669,CFV,Medizinische Universitaet Graz and Karl-Franzens Universitaet Graz,GCA_000967135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/135/GCF_000967135.1_CFV,,
GCF_001484645.1,PRJNA224116,SAMN03366410,,na,1244529,196,Campylobacter fetus subsp. testudinum Sp3,strain=SP3,,latest,Complete Genome,Major,Full,42373,ASM148464v1,Utrecht University,GCA_001484645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/645/GCF_001484645.1_ASM148464v1,,
GCF_001686885.1,PRJNA224116,SAMN04505906,,na,32020,196,Campylobacter fetus subsp. venerealis,strain=01/165,,latest,Complete Genome,Major,Full,42567,ASM168688v1,Utrecht University,GCA_001686885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/885/GCF_001686885.1_ASM168688v1,,
GCF_000009085.1,PRJNA57587,SAMEA1705929,,reference genome,192222,197,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,strain=NCTC 11168,,latest,Complete Genome,Major,Full,37747,ASM908v1,Sanger Institute,GCA_000009085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/085/GCF_000009085.1_ASM908v1,,
GCF_000011865.1,PRJNA224116,SAMN02604007,,na,195099,197,Campylobacter jejuni RM1221,strain=RM1221,,latest,Complete Genome,Major,Full,38358,ASM1186v1,TIGR,GCA_000011865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/865/GCF_000011865.1_ASM1186v1,,
GCF_000015525.1,PRJNA224116,SAMN02604044,,na,354242,197,Campylobacter jejuni subsp. jejuni 81-176,strain=81-176,,latest,Complete Genome,Major,Full,39091,ASM1552v1,TIGR,GCA_000015525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/525/GCF_000015525.1_ASM1552v1,,
GCF_000017485.1,PRJNA224116,SAMN02604056,,na,360109,197,Campylobacter jejuni subsp. doylei 269.97,strain=269.97,,latest,Complete Genome,Major,Full,39283,ASM1748v1,TIGR,GCA_000017485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/485/GCF_000017485.1_ASM1748v1,,
GCF_000017905.1,PRJNA224116,SAMN02603008,,na,407148,197,Campylobacter jejuni subsp. jejuni 81116,strain=81116; NCTC 11828,,latest,Complete Genome,Major,Full,39345,ASM1790v1,BBSRC Institute of Food Research,GCA_000017905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/905/GCF_000017905.1_ASM1790v1,,
GCF_000025425.1,PRJNA224116,SAMN02603425,,na,567106,197,Campylobacter jejuni subsp. jejuni IA3902,,IA3902,latest,Complete Genome,Major,Full,40207,ASM2542v1,Iowa State University,GCA_000025425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/425/GCF_000025425.1_ASM2542v1,,
GCF_000148705.1,PRJNA224116,SAMN02603174,,na,645464,197,Campylobacter jejuni subsp. jejuni M1,strain=M1,,latest,Complete Genome,Major,Full,40449,ASM14870v1,Danish Technical University,GCA_000148705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/705/GCF_000148705.1_ASM14870v1,,
GCF_000171795.2,PRJNA224116,SAMN02470701,,na,478547,197,Campylobacter jejuni subsp. jejuni CG8421,strain=CG8421,,latest,Complete Genome,Major,Full,41760,ASM17179v2,Naval Medical Research Center,GCA_000171795.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/171/795/GCF_000171795.2_ASM17179v2,,
GCF_000184205.1,PRJNA224116,SAMN02603954,,na,718271,197,Campylobacter jejuni subsp. jejuni S3,strain=S3,,latest,Complete Genome,Major,Full,40526,ASM18420v1,"The University of Arizona, Department of Veterinary Science & Microbiology",GCA_000184205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/205/GCF_000184205.1_ASM18420v1,,
GCF_000302555.5,PRJNA224116,SAMN02604234,,na,1201032,197,Campylobacter jejuni subsp. jejuni PT14,strain=PT14,,latest,Complete Genome,Minor,Full,42464,ASM30255v4,University of Nottingham,GCA_000302555.4,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/555/GCF_000302555.5_ASM30255v4,,
GCF_000304375.1,PRJNA224116,SAMEA2271917,,na,1211776,197,Campylobacter jejuni subsp. jejuni NCTC 11168-BN148,strain=NCTC 11168-BN148,,latest,Complete Genome,Major,Full,41141,AINO,University of Helsinki,GCA_000304375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/375/GCF_000304375.1_AINO,,
GCF_000430385.1,PRJNA224116,SAMN02179883,,na,1338035,197,Campylobacter jejuni 32488,strain=32488,NYCB-10-03-5511-C,latest,Complete Genome,Major,Full,41471,ASM43038v1,University of California at Davis,GCA_000430385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/385/GCF_000430385.1_ASM43038v1,,
GCF_000466065.2,PRJNA224116,SAMN02603725,,na,1380768,197,Campylobacter jejuni subsp. jejuni 00-2538,strain=00-2538,,latest,Complete Genome,Major,Full,41908,ASM46606v2,Public Health Agency of Canada,GCA_000466065.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/065/GCF_000466065.2_ASM46606v2,,
GCF_000466075.2,PRJNA224116,SAMN02603726,,na,1383068,197,Campylobacter jejuni subsp. jejuni 00-2544,strain=00-2544,,latest,Complete Genome,Major,Full,41908,ASM46607v2,Public Health Agency of Canada,GCA_000466075.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/075/GCF_000466075.2_ASM46607v2,,
GCF_000466105.2,PRJNA224116,SAMN02603724,,na,1380767,197,Campylobacter jejuni subsp. jejuni 00-2426,strain=00-2426,,latest,Complete Genome,Major,Full,41908,ASM46610v2,Public Health Agency of Canada,GCA_000466105.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/105/GCF_000466105.2_ASM46610v2,,
GCF_000468915.2,PRJNA224116,SAMN02603723,,na,1357994,197,Campylobacter jejuni subsp. jejuni 00-2425,strain=00-2425,,latest,Complete Genome,Major,Full,41908,ASM46891v2,Public Health Agency of Canada,GCA_000468915.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/915/GCF_000468915.2_ASM46891v2,,
GCF_000493495.1,PRJNA224116,SAMEA2272246,,na,1347340,197,Campylobacter jejuni 4031,strain=4031,,latest,Complete Genome,Major,Full,41549,TS,UH,GCA_000493495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/495/GCF_000493495.1_TS,,
GCF_000632435.1,PRJNA224116,SAMN02743813,,na,1295010,197,Campylobacter jejuni subsp. jejuni R14,strain=R14,,latest,Complete Genome,Major,Full,41744,ASM63243v1,University of Nottingham,GCA_000632435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/435/GCF_000632435.1_ASM63243v1,,
GCF_000737085.1,PRJNA224116,SAMN02864993,,na,32022,197,Campylobacter jejuni subsp. jejuni,strain=MTVDSCj20,,latest,Complete Genome,Major,Full,41852,ASM73708v1,University of Michigan,GCA_000737085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/085/GCF_000737085.1_ASM73708v1,,
GCF_000772225.1,PRJNA224116,SAMN02376799,,na,1408176,197,Campylobacter jejuni subsp. jejuni F38011,strain=F38011,,latest,Complete Genome,Major,Full,41948,ASM77222v1,Washington State University,GCA_000772225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/225/GCF_000772225.1_ASM77222v1,,
GCF_000807355.1,PRJNA224116,SAMN03246887,,na,32022,197,Campylobacter jejuni subsp. jejuni,strain=YH001,,latest,Complete Genome,Major,Full,41996,ASM80735v1,USDA,GCA_000807355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/355/GCF_000807355.1_ASM80735v1,,
GCF_000830775.1,PRJNA224116,SAMN02316405,,na,1385720,197,Campylobacter jejuni subsp. jejuni NCTC 11168-K12E5,strain=NCTC 11168-K12E5,,latest,Complete Genome,Major,Full,41698,ASM83077v1,Agriculture & Agri-Food Canada,GCA_000830775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/775/GCF_000830775.1_ASM83077v1,,
GCF_000830805.1,PRJNA224116,SAMN02316408,,na,1385723,197,Campylobacter jejuni subsp. jejuni NCTC 11168-Kf1,strain=NCTC 11168-Kf1,,latest,Complete Genome,Major,Full,41698,ASM83080v1,Agriculture & Agri-Food Canada,GCA_000830805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/805/GCF_000830805.1_ASM83080v1,,
GCF_000830825.1,PRJNA224116,SAMN02316406,,na,1385721,197,Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5,strain=NCTC 11168-mcK12E5,,latest,Complete Genome,Major,Full,41698,ASM83082v1,Agriculture & Agri-Food Canada,GCA_000830825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/825/GCF_000830825.1_ASM83082v1,,
GCF_000830845.1,PRJNA224116,SAMN02316407,,na,1385722,197,Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5,strain=NCTC 11168-mfK12E5,,latest,Complete Genome,Major,Full,41698,ASM83084v1,Agriculture & Agri-Food Canada,GCA_000830845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/845/GCF_000830845.1_ASM83084v1,,
GCF_000830865.1,PRJNA224116,SAMN02316409,,na,1385724,197,Campylobacter jejuni subsp. jejuni NCTC 11168-GSv,strain=NCTC 11168-rNRC,,latest,Complete Genome,Major,Full,41698,ASM83086v1,Agriculture & Agri-Food Canada,GCA_000830865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/865/GCF_000830865.1_ASM83086v1,,
GCF_000835285.1,PRJNA224116,SAMN03216760,,na,32022,197,Campylobacter jejuni subsp. jejuni,strain=00-1597,,latest,Complete Genome,Major,Full,42045,ASM83528v1,Public Health Agency of Canada,GCA_000835285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/285/GCF_000835285.1_ASM83528v1,,
GCF_000835305.1,PRJNA224116,SAMN03216761,,na,32022,197,Campylobacter jejuni subsp. jejuni,strain=00-6200,,latest,Complete Genome,Major,Full,42045,ASM83530v1,Public Health Agency of Canada,GCA_000835305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/305/GCF_000835305.1_ASM83530v1,,
GCF_000835345.1,PRJNA224116,SAMN03216762,,na,32022,197,Campylobacter jejuni subsp. jejuni,strain=01-1512,,latest,Complete Genome,Major,Full,42045,ASM83534v1,Public Health Agency of Canada,GCA_000835345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/345/GCF_000835345.1_ASM83534v1,,
GCF_000835365.1,PRJNA224116,SAMN03216759,,na,32022,197,Campylobacter jejuni subsp. jejuni,strain=00-0949,,latest,Complete Genome,Major,Full,42045,ASM83536v1,Public Health Agency of Canada,GCA_000835365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/365/GCF_000835365.1_ASM83536v1,,
GCF_000934305.1,PRJNA224116,SAMN03344735,,na,32022,197,Campylobacter jejuni subsp. jejuni,strain=35925,,latest,Complete Genome,Major,Full,42060,ASM93430v1,University of Nottingham,GCA_000934305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/934/305/GCF_000934305.1_ASM93430v1,,
GCF_001299565.1,PRJNA224116,SAMN03652757,,na,32022,197,Campylobacter jejuni subsp. jejuni,strain=RM3197,,latest,Complete Genome,Major,Full,42272,ASM129956v1,USDA ARS,GCA_001299565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/299/565/GCF_001299565.1_ASM129956v1,,
GCF_001299595.1,PRJNA224116,SAMN03652743,,na,32022,197,Campylobacter jejuni subsp. jejuni,strain=RM3196,,latest,Complete Genome,Major,Full,42272,ASM129959v1,USDA ARS,GCA_001299595.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/299/595/GCF_001299595.1_ASM129959v1,,
GCF_001314285.1,PRJNA224116,SAMN04054191,,na,197,197,Campylobacter jejuni,strain=RM1285,,latest,Complete Genome,Major,Full,42291,ASM131428v1,USDA-Agricultural Research Service-Eastern Regional Research Center,GCA_001314285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/285/GCF_001314285.1_ASM131428v1,,
GCF_001412295.1,PRJNA224116,SAMN03838469,,na,197,197,Campylobacter jejuni,strain=CJM1cam,,latest,Complete Genome,Major,Full,42303,ASM141229v1,University of Cambridge,GCA_001412295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/295/GCF_001412295.1_ASM141229v1,,
GCF_001457695.1,PRJNA224116,SAMEA2479571,,na,197,197,Campylobacter jejuni,strain=NCTC11351,,latest,Complete Genome,Major,Full,42085,NCTC11351,SC,GCA_001457695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/695/GCF_001457695.1_NCTC11351,,assembly from type material
